epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1037.27,1.27088,2.76676,1.30535,0.56591,0.3111,0.29171,0.18485,1.1363,1.75515,1.25928,0.000183127,0.000183127,0.000183127
